Excitation Kinetics:
Time (s)       S0                  S1                  T1                  
2.5748e-10     1.999484e-06        9.997407e-01        2.573416e-04        
2.5783e-10     1.999483e-06        9.997403e-01        2.576975e-04        
2.5819e-10     1.999483e-06        9.997399e-01        2.580539e-04        
2.5855e-10     1.999482e-06        9.997396e-01        2.584108e-04        
2.5891e-10     1.999481e-06        9.997392e-01        2.587681e-04        
2.5926e-10     1.999481e-06        9.997389e-01        2.591260e-04        
2.5962e-10     1.999480e-06        9.997385e-01        2.594844e-04        
2.5998e-10     1.999479e-06        9.997382e-01        2.598432e-04        
2.6034e-10     1.999478e-06        9.997378e-01        2.602026e-04        
2.6070e-10     1.999478e-06        9.997374e-01        2.605624e-04        
2.6106e-10     1.999477e-06        9.997371e-01        2.609228e-04        
2.6142e-10     1.999476e-06        9.997367e-01        2.612836e-04        
2.6178e-10     1.999476e-06        9.997364e-01        2.616450e-04        
2.6215e-10     1.999475e-06        9.997360e-01        2.620068e-04        
2.6251e-10     1.999474e-06        9.997356e-01        2.623692e-04        
2.6287e-10     1.999473e-06        9.997353e-01        2.627320e-04        
2.6323e-10     1.999473e-06        9.997349e-01        2.630954e-04        
2.6360e-10     1.999472e-06        9.997345e-01        2.634592e-04        
2.6396e-10     1.999471e-06        9.997342e-01        2.638236e-04        
2.6433e-10     1.999470e-06        9.997338e-01        2.641885e-04        
2.6469e-10     1.999470e-06        9.997334e-01        2.645538e-04        
2.6506e-10     1.999469e-06        9.997331e-01        2.649197e-04        
2.6543e-10     1.999468e-06        9.997327e-01        2.652861e-04        
2.6579e-10     1.999468e-06        9.997323e-01        2.656529e-04        
2.6616e-10     1.999467e-06        9.997320e-01        2.660203e-04        
2.6653e-10     1.999466e-06        9.997316e-01        2.663882e-04        
2.6690e-10     1.999465e-06        9.997312e-01        2.667566e-04        
2.6727e-10     1.999465e-06        9.997309e-01        2.671255e-04        
2.6763e-10     1.999464e-06        9.997305e-01        2.674950e-04        
2.6800e-10     1.999463e-06        9.997301e-01        2.678649e-04        
2.6838e-10     1.999462e-06        9.997298e-01        2.682354e-04        
2.6875e-10     1.999462e-06        9.997294e-01        2.686063e-04        
2.6912e-10     1.999461e-06        9.997290e-01        2.689778e-04        
2.6949e-10     1.999460e-06        9.997287e-01        2.693498e-04        
2.6986e-10     1.999459e-06        9.997283e-01        2.697223e-04        
2.7024e-10     1.999459e-06        9.997279e-01        2.700953e-04        
2.7061e-10     1.999458e-06        9.997275e-01        2.704688e-04        
2.7098e-10     1.999457e-06        9.997272e-01        2.708428e-04        
2.7136e-10     1.999456e-06        9.997268e-01        2.712174e-04        
2.7173e-10     1.999456e-06        9.997264e-01        2.715925e-04        
2.7211e-10     1.999455e-06        9.997260e-01        2.719681e-04        
2.7249e-10     1.999454e-06        9.997257e-01        2.723442e-04        
2.7286e-10     1.999453e-06        9.997253e-01        2.727208e-04        
2.7324e-10     1.999453e-06        9.997249e-01        2.730980e-04        
2.7362e-10     1.999452e-06        9.997245e-01        2.734757e-04        
2.7400e-10     1.999451e-06        9.997241e-01        2.738539e-04        
2.7437e-10     1.999450e-06        9.997238e-01        2.742326e-04        
2.7475e-10     1.999450e-06        9.997234e-01        2.746118e-04        
2.7513e-10     1.999449e-06        9.997230e-01        2.749916e-04        
2.7551e-10     1.999448e-06        9.997226e-01        2.753719e-04        
2.7590e-10     1.999447e-06        9.997222e-01        2.757527e-04        
2.7628e-10     1.999447e-06        9.997219e-01        2.761341e-04        
2.7666e-10     1.999446e-06        9.997215e-01        2.765160e-04        
2.7704e-10     1.999445e-06        9.997211e-01        2.768984e-04        
2.7742e-10     1.999444e-06        9.997207e-01        2.772813e-04        
2.7781e-10     1.999444e-06        9.997203e-01        2.776648e-04        
2.7819e-10     1.999443e-06        9.997200e-01        2.780487e-04        
2.7858e-10     1.999442e-06        9.997196e-01        2.784333e-04        
2.7896e-10     1.999441e-06        9.997192e-01        2.788183e-04        
2.7935e-10     1.999441e-06        9.997188e-01        2.792039e-04        
2.7973e-10     1.999440e-06        9.997184e-01        2.795900e-04        
2.8012e-10     1.999439e-06        9.997180e-01        2.799767e-04        
2.8051e-10     1.999438e-06        9.997176e-01        2.803639e-04        
2.8090e-10     1.999438e-06        9.997172e-01        2.807516e-04        
2.8128e-10     1.999437e-06        9.997169e-01        2.811398e-04        
2.8167e-10     1.999436e-06        9.997165e-01        2.815286e-04        
2.8206e-10     1.999435e-06        9.997161e-01        2.819180e-04        
2.8245e-10     1.999434e-06        9.997157e-01        2.823078e-04        
2.8284e-10     1.999434e-06        9.997153e-01        2.826982e-04        
2.8323e-10     1.999433e-06        9.997149e-01        2.830892e-04        
2.8363e-10     1.999432e-06        9.997145e-01        2.834807e-04        
2.8402e-10     1.999431e-06        9.997141e-01        2.838727e-04        
2.8441e-10     1.999431e-06        9.997137e-01        2.842653e-04        
2.8480e-10     1.999430e-06        9.997133e-01        2.846584e-04        
2.8520e-10     1.999429e-06        9.997129e-01        2.850521e-04        
2.8559e-10     1.999428e-06        9.997126e-01        2.854463e-04        
2.8599e-10     1.999427e-06        9.997122e-01        2.858410e-04        
2.8638e-10     1.999427e-06        9.997118e-01        2.862363e-04        
2.8678e-10     1.999426e-06        9.997114e-01        2.866321e-04        
2.8717e-10     1.999425e-06        9.997110e-01        2.870285e-04        
2.8757e-10     1.999424e-06        9.997106e-01        2.874255e-04        
2.8797e-10     1.999423e-06        9.997102e-01        2.878229e-04        
2.8837e-10     1.999423e-06        9.997098e-01        2.882210e-04        
2.8877e-10     1.999422e-06        9.997094e-01        2.886196e-04        
2.8917e-10     1.999421e-06        9.997090e-01        2.890187e-04        
2.8957e-10     1.999420e-06        9.997086e-01        2.894184e-04        
2.8997e-10     1.999419e-06        9.997082e-01        2.898186e-04        
2.9037e-10     1.999419e-06        9.997078e-01        2.902194e-04        
2.9077e-10     1.999418e-06        9.997074e-01        2.906207e-04        
2.9117e-10     1.999417e-06        9.997070e-01        2.910226e-04        
2.9157e-10     1.999416e-06        9.997066e-01        2.914251e-04        
2.9198e-10     1.999415e-06        9.997062e-01        2.918281e-04        
2.9238e-10     1.999415e-06        9.997058e-01        2.922317e-04        
2.9278e-10     1.999414e-06        9.997054e-01        2.926358e-04        
2.9319e-10     1.999413e-06        9.997050e-01        2.930405e-04        
2.9359e-10     1.999412e-06        9.997046e-01        2.934457e-04        
2.9400e-10     1.999411e-06        9.997041e-01        2.938515e-04        
2.9441e-10     1.999411e-06        9.997037e-01        2.942579e-04        
2.9481e-10     1.999410e-06        9.997033e-01        2.946648e-04        
2.9522e-10     1.999409e-06        9.997029e-01        2.950723e-04        
2.9563e-10     1.999408e-06        9.997025e-01        2.954804e-04        
2.9604e-10     1.999407e-06        9.997021e-01        2.958890e-04        
2.9645e-10     1.999407e-06        9.997017e-01        2.962982e-04        
2.9686e-10     1.999406e-06        9.997013e-01        2.967079e-04        
2.9727e-10     1.999405e-06        9.997009e-01        2.971182e-04        
2.9768e-10     1.999404e-06        9.997005e-01        2.975291e-04        
2.9809e-10     1.999403e-06        9.997001e-01        2.979405e-04        
2.9850e-10     1.999402e-06        9.996996e-01        2.983526e-04        
2.9891e-10     1.999402e-06        9.996992e-01        2.987651e-04        
2.9933e-10     1.999401e-06        9.996988e-01        2.991783e-04        
2.9974e-10     1.999400e-06        9.996984e-01        2.995920e-04        
3.0016e-10     1.999399e-06        9.996980e-01        3.000063e-04        
3.0057e-10     1.999398e-06        9.996976e-01        3.004212e-04        
3.0099e-10     1.999398e-06        9.996972e-01        3.008366e-04        
3.0140e-10     1.999397e-06        9.996967e-01        3.012527e-04        
3.0182e-10     1.999396e-06        9.996963e-01        3.016693e-04        
3.0224e-10     1.999395e-06        9.996959e-01        3.020864e-04        
3.0266e-10     1.999394e-06        9.996955e-01        3.025042e-04        
3.0307e-10     1.999393e-06        9.996951e-01        3.029225e-04        
3.0349e-10     1.999393e-06        9.996947e-01        3.033414e-04        
3.0391e-10     1.999392e-06        9.996942e-01        3.037609e-04        
3.0433e-10     1.999391e-06        9.996938e-01        3.041809e-04        
3.0475e-10     1.999390e-06        9.996934e-01        3.046016e-04        
3.0517e-10     1.999389e-06        9.996930e-01        3.050228e-04        
3.0560e-10     1.999388e-06        9.996926e-01        3.054446e-04        
3.0602e-10     1.999388e-06        9.996921e-01        3.058670e-04        
3.0644e-10     1.999387e-06        9.996917e-01        3.062900e-04        
3.0687e-10     1.999386e-06        9.996913e-01        3.067135e-04        
3.0729e-10     1.999385e-06        9.996909e-01        3.071377e-04        
3.0772e-10     1.999384e-06        9.996904e-01        3.075624e-04        
3.0814e-10     1.999383e-06        9.996900e-01        3.079877e-04        
3.0857e-10     1.999382e-06        9.996896e-01        3.084136e-04        
3.0899e-10     1.999382e-06        9.996892e-01        3.088401e-04        
3.0942e-10     1.999381e-06        9.996887e-01        3.092672e-04        
3.0985e-10     1.999380e-06        9.996883e-01        3.096949e-04        
3.1028e-10     1.999379e-06        9.996879e-01        3.101231e-04        
3.1071e-10     1.999378e-06        9.996874e-01        3.105520e-04        
3.1114e-10     1.999377e-06        9.996870e-01        3.109814e-04        
3.1157e-10     1.999376e-06        9.996866e-01        3.114115e-04        
3.1200e-10     1.999376e-06        9.996862e-01        3.118421e-04        
3.1243e-10     1.999375e-06        9.996857e-01        3.122733e-04        
3.1286e-10     1.999374e-06        9.996853e-01        3.127052e-04        
3.1329e-10     1.999373e-06        9.996849e-01        3.131376e-04        
3.1373e-10     1.999372e-06        9.996844e-01        3.135706e-04        
3.1416e-10     1.999371e-06        9.996840e-01        3.140042e-04        
3.1459e-10     1.999370e-06        9.996836e-01        3.144385e-04        
3.1503e-10     1.999370e-06        9.996831e-01        3.148733e-04        
3.1546e-10     1.999369e-06        9.996827e-01        3.153087e-04        
3.1590e-10     1.999368e-06        9.996823e-01        3.157447e-04        
3.1634e-10     1.999367e-06        9.996818e-01        3.161813e-04        
3.1677e-10     1.999366e-06        9.996814e-01        3.166186e-04        
3.1721e-10     1.999365e-06        9.996809e-01        3.170564e-04        
3.1765e-10     1.999364e-06        9.996805e-01        3.174948e-04        
3.1809e-10     1.999364e-06        9.996801e-01        3.179339e-04        
3.1853e-10     1.999363e-06        9.996796e-01        3.183735e-04        
3.1897e-10     1.999362e-06        9.996792e-01        3.188138e-04        
3.1941e-10     1.999361e-06        9.996787e-01        3.192547e-04        
3.1985e-10     1.999360e-06        9.996783e-01        3.196961e-04        
3.2030e-10     1.999359e-06        9.996779e-01        3.201382e-04        
3.2074e-10     1.999358e-06        9.996774e-01        3.205809e-04        
3.2118e-10     1.999357e-06        9.996770e-01        3.210242e-04        
3.2163e-10     1.999356e-06        9.996765e-01        3.214681e-04        
3.2207e-10     1.999356e-06        9.996761e-01        3.219127e-04        
3.2252e-10     1.999355e-06        9.996756e-01        3.223578e-04        
3.2296e-10     1.999354e-06        9.996752e-01        3.228036e-04        
3.2341e-10     1.999353e-06        9.996748e-01        3.232500e-04        
3.2386e-10     1.999352e-06        9.996743e-01        3.236970e-04        
3.2430e-10     1.999351e-06        9.996739e-01        3.241446e-04        
3.2475e-10     1.999350e-06        9.996734e-01        3.245928e-04        
3.2520e-10     1.999349e-06        9.996730e-01        3.250417e-04        
3.2565e-10     1.999348e-06        9.996725e-01        3.254912e-04        
3.2610e-10     1.999348e-06        9.996721e-01        3.259413e-04        
3.2655e-10     1.999347e-06        9.996716e-01        3.263920e-04        
3.2700e-10     1.999346e-06        9.996712e-01        3.268433e-04        
3.2745e-10     1.999345e-06        9.996707e-01        3.272953e-04        
3.2791e-10     1.999344e-06        9.996703e-01        3.277479e-04        
3.2836e-10     1.999343e-06        9.996698e-01        3.282011e-04        
3.2882e-10     1.999342e-06        9.996693e-01        3.286549e-04        
3.2927e-10     1.999341e-06        9.996689e-01        3.291094e-04        
3.2972e-10     1.999340e-06        9.996684e-01        3.295645e-04        
3.3018e-10     1.999339e-06        9.996680e-01        3.300202e-04        
3.3064e-10     1.999339e-06        9.996675e-01        3.304766e-04        
3.3109e-10     1.999338e-06        9.996671e-01        3.309336e-04        
3.3155e-10     1.999337e-06        9.996666e-01        3.313912e-04        
3.3201e-10     1.999336e-06        9.996662e-01        3.318494e-04        
3.3247e-10     1.999335e-06        9.996657e-01        3.323083e-04        
3.3293e-10     1.999334e-06        9.996652e-01        3.327678e-04        
3.3339e-10     1.999333e-06        9.996648e-01        3.332280e-04        
3.3385e-10     1.999332e-06        9.996643e-01        3.336888e-04        
3.3431e-10     1.999331e-06        9.996639e-01        3.341502e-04        
3.3477e-10     1.999330e-06        9.996634e-01        3.346123e-04        
3.3524e-10     1.999329e-06        9.996629e-01        3.350750e-04        
3.3570e-10     1.999328e-06        9.996625e-01        3.355383e-04        
3.3617e-10     1.999328e-06        9.996620e-01        3.360023e-04        
3.3663e-10     1.999327e-06        9.996615e-01        3.364669e-04        
3.3710e-10     1.999326e-06        9.996611e-01        3.369322e-04        
3.3756e-10     1.999325e-06        9.996606e-01        3.373981e-04        
3.3803e-10     1.999324e-06        9.996601e-01        3.378646e-04        
3.3850e-10     1.999323e-06        9.996597e-01        3.383318e-04        
3.3896e-10     1.999322e-06        9.996592e-01        3.387997e-04        
3.3943e-10     1.999321e-06        9.996587e-01        3.392682e-04        
3.3990e-10     1.999320e-06        9.996583e-01        3.397373e-04        
3.4037e-10     1.999319e-06        9.996578e-01        3.402071e-04        
3.4084e-10     1.999318e-06        9.996573e-01        3.406775e-04        
3.4131e-10     1.999317e-06        9.996569e-01        3.411486e-04        
3.4179e-10     1.999316e-06        9.996564e-01        3.416204e-04        
3.4226e-10     1.999315e-06        9.996559e-01        3.420927e-04        
3.4273e-10     1.999314e-06        9.996554e-01        3.425658e-04        
3.4320e-10     1.999314e-06        9.996550e-01        3.430395e-04        
3.4368e-10     1.999313e-06        9.996545e-01        3.435138e-04        
3.4415e-10     1.999312e-06        9.996540e-01        3.439888e-04        
3.4463e-10     1.999311e-06        9.996535e-01        3.444645e-04        
3.4511e-10     1.999310e-06        9.996531e-01        3.449408e-04        
3.4558e-10     1.999309e-06        9.996526e-01        3.454178e-04        
3.4606e-10     1.999308e-06        9.996521e-01        3.458954e-04        
3.4654e-10     1.999307e-06        9.996516e-01        3.463737e-04        
3.4702e-10     1.999306e-06        9.996511e-01        3.468527e-04        
3.4750e-10     1.999305e-06        9.996507e-01        3.473323e-04        
3.4798e-10     1.999304e-06        9.996502e-01        3.478126e-04        
3.4846e-10     1.999303e-06        9.996497e-01        3.482935e-04        
3.4894e-10     1.999302e-06        9.996492e-01        3.487751e-04        
3.4943e-10     1.999301e-06        9.996487e-01        3.492574e-04        
3.4991e-10     1.999300e-06        9.996483e-01        3.497404e-04        
3.5039e-10     1.999299e-06        9.996478e-01        3.502240e-04        
3.5088e-10     1.999298e-06        9.996473e-01        3.507083e-04        
3.5136e-10     1.999297e-06        9.996468e-01        3.511932e-04        
3.5185e-10     1.999296e-06        9.996463e-01        3.516788e-04        
3.5233e-10     1.999295e-06        9.996458e-01        3.521651e-04        
3.5282e-10     1.999294e-06        9.996453e-01        3.526521e-04        
3.5331e-10     1.999293e-06        9.996449e-01        3.531397e-04        
3.5380e-10     1.999292e-06        9.996444e-01        3.536280e-04        
3.5429e-10     1.999292e-06        9.996439e-01        3.541170e-04        
3.5478e-10     1.999291e-06        9.996434e-01        3.546067e-04        
3.5527e-10     1.999290e-06        9.996429e-01        3.550970e-04        
3.5576e-10     1.999289e-06        9.996424e-01        3.555880e-04        
3.5625e-10     1.999288e-06        9.996419e-01        3.560797e-04        
3.5674e-10     1.999287e-06        9.996414e-01        3.565721e-04        
3.5724e-10     1.999286e-06        9.996409e-01        3.570651e-04        
3.5773e-10     1.999285e-06        9.996404e-01        3.575589e-04        
3.5822e-10     1.999284e-06        9.996399e-01        3.580533e-04        
3.5872e-10     1.999283e-06        9.996395e-01        3.585484e-04        
3.5922e-10     1.999282e-06        9.996390e-01        3.590442e-04        
3.5971e-10     1.999281e-06        9.996385e-01        3.595407e-04        
3.6021e-10     1.999280e-06        9.996380e-01        3.600378e-04        
3.6071e-10     1.999279e-06        9.996375e-01        3.605357e-04        
3.6121e-10     1.999278e-06        9.996370e-01        3.610342e-04        
3.6171e-10     1.999277e-06        9.996365e-01        3.615334e-04        
3.6221e-10     1.999276e-06        9.996360e-01        3.620333e-04        
3.6271e-10     1.999275e-06        9.996355e-01        3.625339e-04        
3.6321e-10     1.999274e-06        9.996350e-01        3.630352e-04        
3.6371e-10     1.999273e-06        9.996345e-01        3.635372e-04        
3.6421e-10     1.999272e-06        9.996340e-01        3.640399e-04        
3.6472e-10     1.999271e-06        9.996335e-01        3.645433e-04        
3.6522e-10     1.999270e-06        9.996330e-01        3.650473e-04        
3.6573e-10     1.999269e-06        9.996324e-01        3.655521e-04        
3.6623e-10     1.999268e-06        9.996319e-01        3.660576e-04        
3.6674e-10     1.999267e-06        9.996314e-01        3.665637e-04        
3.6725e-10     1.999266e-06        9.996309e-01        3.670706e-04        
3.6775e-10     1.999265e-06        9.996304e-01        3.675781e-04        
3.6826e-10     1.999264e-06        9.996299e-01        3.680864e-04        
3.6877e-10     1.999263e-06        9.996294e-01        3.685954e-04        
3.6928e-10     1.999262e-06        9.996289e-01        3.691050e-04        
3.6979e-10     1.999261e-06        9.996284e-01        3.696154e-04        
3.7030e-10     1.999260e-06        9.996279e-01        3.701265e-04        
3.7081e-10     1.999259e-06        9.996274e-01        3.706383e-04        
3.7133e-10     1.999258e-06        9.996268e-01        3.711508e-04        
3.7184e-10     1.999257e-06        9.996263e-01        3.716640e-04        
3.7235e-10     1.999256e-06        9.996258e-01        3.721779e-04        
3.7287e-10     1.999255e-06        9.996253e-01        3.726925e-04        
3.7339e-10     1.999254e-06        9.996248e-01        3.732079e-04        
3.7390e-10     1.999252e-06        9.996243e-01        3.737239e-04        
3.7442e-10     1.999251e-06        9.996238e-01        3.742407e-04        
3.7494e-10     1.999250e-06        9.996232e-01        3.747581e-04        
3.7545e-10     1.999249e-06        9.996227e-01        3.752763e-04        
3.7597e-10     1.999248e-06        9.996222e-01        3.757952e-04        
3.7649e-10     1.999247e-06        9.996217e-01        3.763148e-04        
3.7701e-10     1.999246e-06        9.996212e-01        3.768352e-04        
3.7754e-10     1.999245e-06        9.996206e-01        3.773562e-04        
3.7806e-10     1.999244e-06        9.996201e-01        3.778780e-04        
3.7858e-10     1.999243e-06        9.996196e-01        3.784005e-04        
3.7910e-10     1.999242e-06        9.996191e-01        3.789237e-04        
3.7963e-10     1.999241e-06        9.996186e-01        3.794477e-04        
3.8015e-10     1.999240e-06        9.996180e-01        3.799724e-04        
3.8068e-10     1.999239e-06        9.996175e-01        3.804978e-04        
3.8120e-10     1.999238e-06        9.996170e-01        3.810239e-04        
3.8173e-10     1.999237e-06        9.996165e-01        3.815507e-04        
3.8226e-10     1.999236e-06        9.996159e-01        3.820783e-04        
3.8279e-10     1.999235e-06        9.996154e-01        3.826066e-04        
3.8332e-10     1.999234e-06        9.996149e-01        3.831356e-04        
3.8385e-10     1.999233e-06        9.996143e-01        3.836654e-04        
3.8438e-10     1.999232e-06        9.996138e-01        3.841959e-04        
3.8491e-10     1.999231e-06        9.996133e-01        3.847271e-04        
3.8544e-10     1.999230e-06        9.996127e-01        3.852591e-04        
3.8597e-10     1.999228e-06        9.996122e-01        3.857918e-04        
3.8651e-10     1.999227e-06        9.996117e-01        3.863252e-04        
3.8704e-10     1.999226e-06        9.996111e-01        3.868594e-04        
3.8758e-10     1.999225e-06        9.996106e-01        3.873943e-04        
3.8811e-10     1.999224e-06        9.996101e-01        3.879300e-04        
3.8865e-10     1.999223e-06        9.996095e-01        3.884664e-04        
3.8919e-10     1.999222e-06        9.996090e-01        3.890035e-04        
3.8973e-10     1.999221e-06        9.996085e-01        3.895414e-04        
3.9026e-10     1.999220e-06        9.996079e-01        3.900800e-04        
3.9080e-10     1.999219e-06        9.996074e-01        3.906194e-04        
3.9134e-10     1.999218e-06        9.996068e-01        3.911595e-04        
3.9189e-10     1.999217e-06        9.996063e-01        3.917003e-04        
3.9243e-10     1.999216e-06        9.996058e-01        3.922419e-04        
3.9297e-10     1.999215e-06        9.996052e-01        3.927843e-04        
3.9351e-10     1.999213e-06        9.996047e-01        3.933274e-04        
3.9406e-10     1.999212e-06        9.996041e-01        3.938712e-04        
3.9460e-10     1.999211e-06        9.996036e-01        3.944159e-04        
3.9515e-10     1.999210e-06        9.996030e-01        3.949612e-04        
3.9569e-10     1.999209e-06        9.996025e-01        3.955073e-04        
3.9624e-10     1.999208e-06        9.996019e-01        3.960542e-04        
3.9679e-10     1.999207e-06        9.996014e-01        3.966018e-04        
3.9734e-10     1.999206e-06        9.996009e-01        3.971502e-04        
3.9789e-10     1.999205e-06        9.996003e-01        3.976993e-04        
3.9844e-10     1.999204e-06        9.995998e-01        3.982492e-04        
3.9899e-10     1.999203e-06        9.995992e-01        3.987999e-04        
3.9954e-10     1.999201e-06        9.995986e-01        3.993513e-04        
4.0009e-10     1.999200e-06        9.995981e-01        3.999035e-04        
4.0065e-10     1.999199e-06        9.995975e-01        4.004564e-04        
4.0120e-10     1.999198e-06        9.995970e-01        4.010101e-04        
4.0175e-10     1.999197e-06        9.995964e-01        4.015646e-04        
4.0231e-10     1.999196e-06        9.995959e-01        4.021198e-04        
4.0287e-10     1.999195e-06        9.995953e-01        4.026758e-04        
4.0342e-10     1.999194e-06        9.995948e-01        4.032326e-04        
4.0398e-10     1.999193e-06        9.995942e-01        4.037901e-04        
4.0454e-10     1.999192e-06        9.995937e-01        4.043484e-04        
4.0510e-10     1.999190e-06        9.995931e-01        4.049075e-04        
4.0566e-10     1.999189e-06        9.995925e-01        4.054674e-04        
4.0622e-10     1.999188e-06        9.995920e-01        4.060280e-04        
4.0678e-10     1.999187e-06        9.995914e-01        4.065894e-04        
4.0734e-10     1.999186e-06        9.995908e-01        4.071516e-04        
4.0791e-10     1.999185e-06        9.995903e-01        4.077146e-04        
4.0847e-10     1.999184e-06        9.995897e-01        4.082783e-04        
4.0904e-10     1.999183e-06        9.995892e-01        4.088428e-04        
4.0960e-10     1.999181e-06        9.995886e-01        4.094081e-04        
4.1017e-10     1.999180e-06        9.995880e-01        4.099742e-04        
4.1073e-10     1.999179e-06        9.995875e-01        4.105410e-04        
4.1130e-10     1.999178e-06        9.995869e-01        4.111087e-04        
4.1187e-10     1.999177e-06        9.995863e-01        4.116771e-04        
4.1244e-10     1.999176e-06        9.995858e-01        4.122463e-04        
4.1301e-10     1.999175e-06        9.995852e-01        4.128163e-04        
4.1358e-10     1.999174e-06        9.995846e-01        4.133871e-04        
4.1415e-10     1.999172e-06        9.995840e-01        4.139587e-04        
4.1473e-10     1.999171e-06        9.995835e-01        4.145310e-04        
4.1530e-10     1.999170e-06        9.995829e-01        4.151042e-04        
4.1587e-10     1.999169e-06        9.995823e-01        4.156781e-04        
4.1645e-10     1.999168e-06        9.995817e-01        4.162529e-04        
4.1702e-10     1.999167e-06        9.995812e-01        4.168284e-04        
4.1760e-10     1.999166e-06        9.995806e-01        4.174047e-04        
4.1818e-10     1.999164e-06        9.995800e-01        4.179819e-04        
4.1876e-10     1.999163e-06        9.995794e-01        4.185598e-04        
4.1934e-10     1.999162e-06        9.995789e-01        4.191385e-04        
4.1992e-10     1.999161e-06        9.995783e-01        4.197180e-04        
4.2050e-10     1.999160e-06        9.995777e-01        4.202984e-04        
4.2108e-10     1.999159e-06        9.995771e-01        4.208795e-04        
4.2166e-10     1.999157e-06        9.995765e-01        4.214614e-04        
4.2224e-10     1.999156e-06        9.995760e-01        4.220442e-04        
4.2283e-10     1.999155e-06        9.995754e-01        4.226277e-04        
4.2341e-10     1.999154e-06        9.995748e-01        4.232120e-04        
4.2400e-10     1.999153e-06        9.995742e-01        4.237972e-04        
4.2458e-10     1.999152e-06        9.995736e-01        4.243832e-04        
4.2517e-10     1.999151e-06        9.995730e-01        4.249699e-04        
4.2576e-10     1.999149e-06        9.995724e-01        4.255575e-04        
4.2635e-10     1.999148e-06        9.995719e-01        4.261459e-04        
4.2694e-10     1.999147e-06        9.995713e-01        4.267351e-04        
4.2753e-10     1.999146e-06        9.995707e-01        4.273251e-04        
4.2812e-10     1.999145e-06        9.995701e-01        4.279160e-04        
4.2871e-10     1.999143e-06        9.995695e-01        4.285076e-04        
4.2930e-10     1.999142e-06        9.995689e-01        4.291001e-04        
4.2990e-10     1.999141e-06        9.995683e-01        4.296934e-04        
4.3049e-10     1.999140e-06        9.995677e-01        4.302875e-04        
4.3109e-10     1.999139e-06        9.995671e-01        4.308824e-04        
4.3168e-10     1.999138e-06        9.995665e-01        4.314782e-04        
4.3228e-10     1.999136e-06        9.995659e-01        4.320748e-04        
4.3288e-10     1.999135e-06        9.995653e-01        4.326722e-04        
4.3347e-10     1.999134e-06        9.995647e-01        4.332704e-04        
4.3407e-10     1.999133e-06        9.995641e-01        4.338695e-04        
4.3467e-10     1.999132e-06        9.995635e-01        4.344693e-04        
4.3528e-10     1.999130e-06        9.995629e-01        4.350700e-04        
4.3588e-10     1.999129e-06        9.995623e-01        4.356716e-04        
4.3648e-10     1.999128e-06        9.995617e-01        4.362740e-04        
4.3708e-10     1.999127e-06        9.995611e-01        4.368772e-04        
4.3769e-10     1.999126e-06        9.995605e-01        4.374812e-04        
4.3829e-10     1.999124e-06        9.995599e-01        4.380861e-04        
4.3890e-10     1.999123e-06        9.995593e-01        4.386918e-04        
4.3951e-10     1.999122e-06        9.995587e-01        4.392983e-04        
4.4011e-10     1.999121e-06        9.995581e-01        4.399057e-04        
4.4072e-10     1.999120e-06        9.995575e-01        4.405139e-04        
4.4133e-10     1.999118e-06        9.995569e-01        4.411230e-04        
4.4194e-10     1.999117e-06        9.995563e-01        4.417329e-04        
4.4255e-10     1.999116e-06        9.995557e-01        4.423437e-04        
4.4316e-10     1.999115e-06        9.995550e-01        4.429553e-04        
4.4378e-10     1.999114e-06        9.995544e-01        4.435677e-04        
4.4439e-10     1.999112e-06        9.995538e-01        4.441810e-04        
4.4500e-10     1.999111e-06        9.995532e-01        4.447951e-04        
4.4562e-10     1.999110e-06        9.995526e-01        4.454101e-04        
4.4624e-10     1.999109e-06        9.995520e-01        4.460259e-04        
4.4685e-10     1.999107e-06        9.995514e-01        4.466426e-04        
4.4747e-10     1.999106e-06        9.995507e-01        4.472601e-04        
4.4809e-10     1.999105e-06        9.995501e-01        4.478785e-04        
4.4871e-10     1.999104e-06        9.995495e-01        4.484978e-04        
4.4933e-10     1.999102e-06        9.995489e-01        4.491179e-04        
4.4995e-10     1.999101e-06        9.995483e-01        4.497388e-04        
4.5057e-10     1.999100e-06        9.995476e-01        4.503606e-04        
4.5120e-10     1.999099e-06        9.995470e-01        4.509833e-04        
4.5182e-10     1.999098e-06        9.995464e-01        4.516068e-04        
4.5244e-10     1.999096e-06        9.995458e-01        4.522312e-04        
4.5307e-10     1.999095e-06        9.995451e-01        4.528565e-04        
4.5370e-10     1.999094e-06        9.995445e-01        4.534826e-04        
4.5432e-10     1.999093e-06        9.995439e-01        4.541096e-04        
4.5495e-10     1.999091e-06        9.995433e-01        4.547374e-04        
4.5558e-10     1.999090e-06        9.995426e-01        4.553662e-04        
4.5621e-10     1.999089e-06        9.995420e-01        4.559958e-04        
4.5684e-10     1.999088e-06        9.995414e-01        4.566262e-04        
4.5747e-10     1.999086e-06        9.995407e-01        4.572575e-04        
4.5811e-10     1.999085e-06        9.995401e-01        4.578897e-04        
4.5874e-10     1.999084e-06        9.995395e-01        4.585228e-04        
4.5937e-10     1.999082e-06        9.995388e-01        4.591568e-04        
4.6001e-10     1.999081e-06        9.995382e-01        4.597916e-04        
4.6064e-10     1.999080e-06        9.995376e-01        4.604273e-04        
4.6128e-10     1.999079e-06        9.995369e-01        4.610639e-04        
